4. FACILITY NAME,8. ST,23. INDUSTRY SECTOR,37. CHEMICAL,42. CLEAN AIR ACT CHEMICAL,46. CARCINOGEN,47. PBT,48. PFAS,65. ON-SITE RELEASE TOTAL,88. OFF-SITE RELEASE TOTAL,104. OFF-SITE TREATED TOTAL,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7)
FAS-PAK INC.,IN,Chemicals,Ethylene glycol,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASCENSUS SPECIALTIES CALLERY LLC,PA,Chemicals,Boron trifluoride,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLAUGHLIN GORMLEY KING,MN,Chemicals,Dichloromethane,YES,YES,NO,NO,3258.0,0.0,0.0,25200.0,3258.0,0.0,25200.0,0.0,0.0,28458.0
PPG INDUSTRIES INC TX,TX,Chemicals,Copper  And Copper Compounds,NO,NO,NO,NO,3.27,32.84,0.0,32.84,36.11,0.0,0.0,0.0,0.0,36.11
TROY CHEMICAL CORP,NJ,Chemicals,3-Iodo-2-propynyl butylcarbamate,NO,NO,NO,NO,0.0,288.96,915.04,1204.0,288.96,0.0,0.0,0.0,915.04,1204.0
ENGINEERED POLYMER SOLUTIONS INC,CA,Chemicals,Acrylic acid,YES,NO,NO,NO,0.0,0.0,1182.0,1182.0,0.0,0.0,0.0,5.0,1182.0,1187.0
SHELL NORCO CHEMICAL PLANT,LA,Chemicals,Cyclohexane,NO,NO,NO,NO,0.0,0.0,2197.0,2197.0,0.0,17189.0,0.0,0.0,2197.0,19386.0
ESSCHEM INC.,PA,Chemicals,Benzoyl peroxide,YES,NO,NO,NO,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,1250.0
NUFARM AMERICAS INC. - ALSIP,IL,Chemicals,Thiophanate-methyl,NO,NO,NO,NO,3.21,0.0,2485.0,2485.0,3.21,0.0,0.0,0.0,2485.0,2488.21
BP AMOCO CHEMICAL COMPANY,TX,Chemicals,Ethylbenzene,YES,YES,NO,NO,3870.0,0.0,21.7,21.7,3870.0,0.0,0.0,231007.0,21.0,234897.8
TOTALENERGIES PETROCHEMICALS & REFINING USA INC,TX,Chemicals,Dichloromethane,YES,YES,NO,NO,2.0,0.0,0.0,1600.0,2.0,0.0,0.0,0.0,0.0,1602.0
MOSAIC FERTILIZER LLC-BARTOW,FL,Chemicals,Ammonia,NO,NO,NO,NO,140138.0,0.0,0.0,0.0,140138.0,0.0,0.0,100000.0,0.0,240000.0
MITSUBISHI CHEMICAL AMERICA INC,TN,Chemicals,Chromium,YES,NO,NO,NO,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0
MFG CHEMICAL INC BROOKS ROAD,GA,Chemicals,Maleic anhydride,YES,NO,NO,NO,212.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,212.0
DOW CHEMICAL CO FREEPORT FACILITY,TX,Chemicals,n-Hexane,YES,NO,NO,NO,2.0,0.0,170.0,1417.0,2.0,0.0,0.0,9.0,170.0,1428.0
MILLIKEN CHEMICAL - DEWEY PLANT,SC,Chemicals,"4,4'-Isopropylidenediphenol",YES,NO,NO,NO,1.22,1.805,7.695,9.5,3.025,0.0,0.0,85.5,7.695,96.22
BASF TOTALENERGIES PETROCHEMICALS LLC,TX,Chemicals,Hydrogen sulfide,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARQUIS ENERGY-WISCONSIN LLC,WI,Chemicals,Methanol,YES,NO,NO,NO,1223.0,0.0,0.0,0.0,1223.0,3000.0,0.0,67954.0,0.0,72177.0
HUNTSMAN INTERNATIONAL LLC,TX,Chemicals,Phthalic anhydride,YES,NO,NO,NO,250.0,0.0,4575.0,4575.0,250.0,0.0,0.0,0.0,25.0,275.0
GOWAN MILLING LLC,AZ,Chemicals,Diflubenzuron,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VENATOR CHEMICALS LLC,NC,Chemicals,Zinc compounds,NO,NO,NO,NO,28.51,514.0,0.0,514.0,542.51,0.0,0.0,0.0,0.0,542.51
ARCHROMA US INC,SC,Chemicals,Dimethyl sulfate,YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGEAN-ROHCO INC,MI,Chemicals,Dichloromethane,YES,YES,NO,NO,39.0,0.0,5.0,188.43,39.0,0.0,0.0,643.0,5.0,870.43
PVS TECHNOLOGIES INC.,IN,Chemicals,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",YES,NO,NO,NO,7245.0,0.0,0.0,0.0,7245.0,0.0,0.0,0.0,0.0,7245.0
WR MEADOWS INC,IL,Chemicals,"1,2,4-Trimethylbenzene",NO,NO,NO,NO,3453.0,0.0,0.0,0.0,3453.0,0.0,0.0,0.0,0.0,3453.0
CARDINAL DECATUR FACILITY,TX,Chemicals,Triglycidyl isocyanurate,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REYNOLDS CONSUMER PRODUCTS,TX,Chemicals,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran",NO,NO,YES,NO,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0
VAN DIEST SUPPLY CO,IA,Chemicals,Dimethylamine,NO,NO,NO,NO,3205.14,0.0,0.0,0.0,3205.14,0.0,0.0,0.0,0.0,3205.14
THE CHAMPION CO,OH,Chemicals,Formaldehyde,YES,YES,NO,NO,38.0,56.68,479.32,536.0,94.68,0.0,0.0,0.0,479.32,574.0
ECOLAB INC,WV,Chemicals,Certain glycol ethers,YES,NO,NO,NO,65.0,2654.64,6444.36,9099.0,2719.64,0.0,0.0,0.0,6444.36,9164.0
EXXONMOBIL CHEMICAL CO BAYTOWN OLEFINS PLANT (PART),TX,Chemicals,Ethylene,NO,NO,NO,NO,205000.0,0.0,0.0,0.0,205000.0,0.0,0.0,7800000.0,0.0,8005000.0
VALERO RENEWABLE FUELS ALBERT CITY*,IA,Chemicals,n-Hexane,YES,NO,NO,NO,6236.0,0.0,0.0,0.0,6236.0,0.0,0.0,694.0,0.0,6930.0
LUBRIZOL ADVANCED MATERIALS,OH,Chemicals,Acrylic acid,YES,NO,NO,NO,249.0,0.24,6887.76,6888.0,249.24,0.0,0.0,0.2,6887.76,7137.2
LANXESS CORP,NJ,Chemicals,N-Methyl-2-pyrrolidone,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYMETECH CORP.,KY,Chemicals,Naphthalene,YES,YES,NO,NO,0.0,0.0,6.0,185.0,0.0,0.0,0.0,0.0,6.0,132.0
EVONIK INDUSTRIES,VA,Chemicals,Ethylene glycol,YES,NO,NO,NO,405.4,1202.64,13830.36,15033.0,1608.04,0.0,0.0,0.0,13830.36,15438.4
WESTLAKE VINYLS INC,KY,Chemicals,Biphenyl,YES,NO,NO,NO,125.32,359.0,4.0,363.0,484.32,55444.0,0.0,5046.0,4.0,60978.32
HUNTSMAN ADVANCED MATERIALS AMERICAS,OH,Chemicals,Hydrogen sulfide,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EASTMAN CHEMICAL CO TEXAS OPERATIONS,TX,Chemicals,"1,2,4-Trimethylbenzene",NO,NO,NO,NO,468.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,468.0
LCY ELASTOMERS LP,TX,Chemicals,Cyclohexane,NO,NO,NO,NO,12430.22,0.0,0.0,0.0,12430.22,0.0,0.0,159585.0,0.0,299502.22
SHRIEVE CHEMICAL SERVICES,TX,Chemicals,Ethylene glycol,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENNIS-FLINT INC - HIGH POINT FACILITY,NC,Chemicals,Methyl methacrylate,YES,NO,NO,NO,2400.0,3215.0,0.0,3215.0,5615.0,0.0,0.0,0.0,0.0,5615.0
